ID,NUMERO,PROPIETARIO,NUMERO_EXP,UFINCA,PLANO_EXP,AREA_EXP,TIPO_EXP,SECCION,KM_INI,KM_FI,FECHA_IN,OFICIO_IN,FECHA_FI,FINCA_MAD,MONTO_AVA,NUM_AVA,ESTADO,IMAGEN_PE,OBSERVAC,PROCESO
"6",P-20,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-02,2-00593169,A-2138052-2019,"50",PARCIAL,"2",21+690,21+710,01-ENE-2019,,31-AGO-2020,2-00448864,"1786227.00",010-2019,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00593169\A-2138052-2019.pdf,,FINALIZADO
"55",SII-12,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-15,2-00603504,A-2204958-2020,"113",PARCIAL,"2",33+220,33+060,01-ENE-2020,,24-JUN-2021,2-00345576,"3913211.00",011-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00603504\A-2204958-2020.pdf,,FINALIZADO
"61",SII-19,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-12,2-00601461,A-2218931-2020,"1257",PARCIAL,"2",40+370,40+540,01-ENE-2020,,22-ABR-2021,2-00178702,"12557431.00",013-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601461\A-2218931-2020.pdf,,FINALIZADO
"62",SII-22,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-10,2-00602745,A-2202994-2020,"440",PARCIAL,"2",45+680,45+740,01-ENE-2020,,02-JUN-2021,2-00520295,"2566520.00",014-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00602745\A-2202994-2020.pdf,,FINALIZADO
"109",SI-21-28,,2022-16,,A-2300108-2021,"414",PARCIAL,"2",21+595,21+690,01-ENE-2022,,,2-00127074,"14179914.00",013-2022,EN EL JUZGADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2300108-2021.pdf,,EN PROCESO
"53",SII-11,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-14,2-00602561,A-2202949-2020,"247",PARCIAL,"2",32+993,33+023,01-ENE-2020,,27-MAY-2021,2-00151057,"6130932.00",010-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00602561\A-2202949-2020.pdf,,FINALIZADO
"108",SI-21-27,,2022-17,,A-2299134-2021,"76",PARCIAL,"2",21+540,21+595,01-ENE-2022,,,2-00043221,"3196636.00",012-2022,EN EL JUZGADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2299134-2021.pdf,,EN PROCESO
"22",P-6,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-15,2-00590690,A-2156857-2019,"1935",PARCIAL,"2",21+015,21+245,01-ENE-2019,,7-JUN-2020,2-00272911,"58027485.00",031-2019,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00590690\A-2156857-2019.pdf,,FINALIZADO
"54",SII-10-2,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-14,2-00602560,A-2202948-2020,"110",PARCIAL,"2",32+955,32+980,01-ENE-2020,,27-MAY-2021,2-00151057,"6130932.00",010-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00602560\A-2202948-2020.pdf,,FINALIZADO
"56",SII-13,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-11,2-00601438,A-2212209-2020,"115",PARCIAL,"2",35+580,36+620,01-ENE-2020,,22-ABR-2021,2-00267696,"23381390.00",012-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601438\A-2212209-2020.pdf,,FINALIZADO
"57",SII-14,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-11,2-00601439,A-2212210-2020,"1170",PARCIAL,"2",35+745,36+860,01-ENE-2020,,22-ABR-2021,2-00267696,"23381390.00",012-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601439\A-2212210-2020.pdf,,FINALIZADO
"25",P-23,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-17,2-00589535,A-2136821-2019,"131",PARCIAL,"2",38+685,37+710,01-ENE-2019,,19-MAY-2020,2-00035364,"21715843.00",039-2019 (13 824 177),PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00589535\A-2136821-2019.pdf,,FINALIZADO
"26",P-22,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-17,2-00589537,A-2136823-2019,"1160",PARCIAL,"2",38+560,38+680,01-ENE-2019,,19-MAY-2020,2-00035364,"21715843.00",016-2019 ( 7 891 666),PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00589537\A-2136823-2019.pdf,,FINALIZADO
"24",ESC-1,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-17,2-00589536,A-2155250-2019,"2216",PARCIAL,"2",39+020,39+230,01-ENE-2019,,19-MAY-2020,2-00035364,"21715843.00",039-2019 (13 824 177),PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00589536\A-2155250-2019.pdf,,FINALIZADO
"58",SII-16,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-13,2-00601456,A-2207029-2020,"212",PARCIAL,"2",38+870,38+915,01-ENE-2020,,22-ABR-2021,2-00035364,"28294042.00",015-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601456\A-2207029-2020.pdf,,FINALIZADO
"59",SII-17,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-13,2-00601457,A-2207030-2020,"256",PARCIAL,"2",39+280,39+320,01-ENE-2020,,22-ABR-2021,2-00035364,"28294042.00",015-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601457\A-2207030-2020.pdf,,FINALIZADO
"60",SII-18,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-13,2-00601458,A-2208987-2020,"4169",PARCIAL,"2",39+390,39+640,01-ENE-2020,,22-ABR-2021,2-00035364,"28294042.00",015-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00601458\A-2208987-2020.pdf,,FINALIZADO
"114",,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-12,2-00616241,A-2308549-2021,"10559",PARCIAL,"2",44+215,44+520,01-ENE-2021,,18-FEB-2011,2-00103600,"107385030.00",001-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00616241\A-2308549-2021.pdf,,FINALIZADO
"27",P-24,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2019-18,2-00629897,A-2139630-2019,"2209",PARCIAL,"2",44+740,44+800,01-ENE-2019,,31-MAY-2023,2-00520295,"13053272.00",017-2019,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00629897\A-2139630-2019.pdf,,FINALIZADO
"115",,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-01,2-00622751,A-0002303-2022,"1315",PARCIAL,"2",44+620,44+660,01-ENE-2022,,02-DIC-2022,2-00329205,"7697003.00",005-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00622751\A-0002303-2022.pdf,,FINALIZADO
"116",,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-02,2-00622998,A-0002508-2022,"162",PARCIAL,"2",44+645,44+660,01-ENE-2022,,15-DIC-2022,2-00333705,"1401559.00",006-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00622998\A-0002508-2022.pdf,,FINALIZADO
"63",SII-24,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2020-22,2-00607901,A-2202997-2020,"62",PARCIAL,"3",46+000,46+020,01-ENE-2020,,27-OCT-2021,2-00520295,"361646.00",017-2020,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00607901\A-2202997-2020.pdf,,FINALIZADO
"173",SII-23-2,,,,A-2203578-2020,"428",PARCIAL,"2",45+830,45+900,,,,2-00146780,,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2203578-2020.pdf,,SIN INICIAR
"174",,,,,A-0036320-2023,"5826",PARCIAL,"2",37+500,38+000,,,,2-00570233,,,ELABORACION DE GESTORIA ,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-0036320-2023.pdf,,SIN INICIAR
"81",SII-22-5,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-03,2-00630998,A-0027467-2022,"603",PARCIAL,"2",44+830,44+920,01-ENE-2022,,20-JUL-2023,2-00520295,"12046461.00",008-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00630998\A-0027467-2022.pdf,,FINALIZADO
"77",SI-3 (SI-21-4),ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-10,1-00735148,SJ-2300784-2021,"147",PARCIAL,"1",7+380,7+400,01-ENE-2021,,24-AGO-2023,1-00277472,"105004307.00",005-2021,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\1-00735148\SJ-2300784-2021.pdf,,FINALIZADO
"82",SII-22-5,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-03,2-00630999,A-0027464-2022,"649",PARCIAL,"2",44+930,45+060,01-ENE-2022,,20-JUL-2023,2-00520295,"12046461.00",008-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00630999\A-0027464-2022.pdf,,FINALIZADO
"175",SII-23-1,,,,A-2202995-2020,"587",PARCIAL,"2",45+800,45+830,,,,2-00520295,,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2202995-2020.pdf,,SIN INICIAR
"110",SI-21-29,,2022-15,,A-2309937-2021,"267",PARCIAL,"2",21+690,21+725,01-ENE-2022,,,2-00448864,"8986686.00",014-2022,EN LA NOTARIA,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2309937-2021.pdf,,EN PROCESO
"113",SII-30 (SI-21-32),,2021-01,,A-2260490-2021,"476",PARCIAL,"2",40+690,40+870,01-ENE-2021,,,2-00514539,"5413928.00",001-2021,EN LA NOTARIA,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2260490-2021.pdf,,EN PROCESO
"118",,,2023-03,,SJ-2299968-2021,"638",PARCIAL,"2",15+215,15+280,01-ENE-2023,,,1-00419969,"31900000.00",,ELABORACION AVALUO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\SJ-2299968-2021.pdf,,EN PROCESO
"126",SIII-23-67-1,,,,A-0043647-2023,"21",PARCIAL,"3",54+400,54+410,05-JUN-2023,CNC-APD-0127-2023,,2-00374962,,,ELABORACION DE GESTORIA ,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-0043647-2023.pdf,,SIN INICIAR
"127",SIII-23-67-2,,,,A-0039629-2023,"64",PARCIAL,"3",54+410,54+420,05-JUN-2023,CNC-APD-0127-2023,,2-00357278,,,ELABORACION DE GESTORIA ,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-0039629-2023.pdf,,SIN INICIAR
"128",SIII-23-67-3,,,,A-0040191-2023,"155",PARCIAL,"3",54+420,54+440,05-JUN-2023,CNC-APD-0127-2023,,2-00357279,,,ELABORACION DE GESTORIA ,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-0040191-2023.pdf,,SIN INICIAR
"129",SIII-23-67-4,,,,A-0044411-2023,"2176",PARCIAL,"3",54+440,54+600,05-JUN-2023,CNC-APD-0127-2023,,2-00356664,,,ELABORACION DE GESTORIA ,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-0044411-2023.pdf,,SIN INICIAR
"96",SII-21-11,,2022-22,,SJ-2293998-2021,"631",PARCIAL,"2",15+145,15+220,01-ENE-2022,,,1-00073903,"13050906.00",003-2023,ELABORACION AVALUO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\SJ-2293998-2021.pdf,,EN PROCESO
"78",SII-22-1,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-04,2-00627996,A-0012746-2022,"1908",PARCIAL,"2",36+060,36+140,01-ENE-2022,,02-MAR-2023,2-00533751,"29840364.00",007-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00627996\A-0012746-2022.pdf,,FINALIZADO
"79",SII-22-8,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-03,2-00630996,A-0027474-2022,"711",PARCIAL,"2",44+685,44+745,01-ENE-2022,,20-JUL-2023,2-00520295,"12046461.00",008-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00630996\A-0027474-2022.pdf,,FINALIZADO
"121",,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2018-02,2-00577424,A-2091157-2018,"3163",PARCIAL,"2",16+400,16+700,01-ENE-2018,,20-MAY-2019,2-00194160,"131623764.58",08-2018,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00577424\A-2091157-2018.pdf,,FINALIZADO
"112",SII-32 (SI-21-31),ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-02,2-00627008,A-2267814-2021,"1241",PARCIAL,"2",38+550,38+750,01-ENE-2021,,14-FEB-2023,2-00035364,"9876716.00",003-2021,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00627008\A-2267814-2021.pdf,,FINALIZADO
"80",SII-22-7,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-03,2-00630997,A-0027469-2022,"18",PARCIAL,"2",44+800,44+810,01-ENE-2022,,20-JUL-2023,2-00520295,"12046461.00",008-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00630997\A-0027469-2022.pdf,,FINALIZADO
"73",SI-1-1A (SI-21-1),ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-06,1-00734923,SJ-2308179-2021,"195",PARCIAL,"1",6+330,6+350,01-ENE-2021,,11-AGO-2023,1-00548155,"55610144.00",007-2021,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\1-00734923\SJ-2308179-2021.pdf,,FINALIZADO
"74",SI-1-2A (SI-21-1),ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-07,1-00734936,SJ-2310371-2021,"64",PARCIAL,"1",6+300,6+365,01-ENE-2021,,15-AGO-2023,1-00545083,"22035296.00",003-2021,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\1-00734936\SJ-2310371-2021.pdf,,FINALIZADO
"105",SI-21-24,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2022-12,2-00631911,A-2300360-2021,"8",PARCIAL,"2",21+480,21+510,01-ENE-2022,,04-SEP-2023,2-00528217,"820288.00",014-2022,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00631911\A-2300360-2021.pdf,,FINALIZADO
"97",SII-21-12A,,SN,,SJ-2325339-2021,"219",PARCIAL,"2",15+285,15+340,01-ENE-2023,,,1-00004212-M,"10950000.00",,DETENIDO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\SJ-2325339-2021.pdf,,EN PROCESO
"98",SII-21-13,,2022-18,,SJ-2293000-2021,"280",PARCIAL,"2",15+390,15+355,01-ENE-2022,,,1-00505269,"8537145.00",006-2023,ELABORACION AVALUO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\SJ-2293000-2021.pdf,,EN PROCESO
"99",SII-21-15,,2022-20,,A-2296270-2021,"4134",PARCIAL,"2",16+440,16+690,01-ENE-2022,,,2-00194160,"246516439.00",007-2023,ELABORACION AVALUO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2296270-2021.pdf,,EN PROCESO
"172",SII-23-3,,,,A-2202996-2020,"351",PARCIAL,"2",45+900,45+930,,,,2-00520295,,,,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_PROCESO\A-2202996-2020.pdf,,SIN INICIAR
"111",,ESTADO-MINISTERIO DE OBRAS PUBLICAS Y TRANSPORTES,2021-03,2-00621670,A-2259782-2021,"2530",PARCIAL,"1",25+340,25+740,01-ENE-2021,,19-OCT-2022,2-00499779,"39890447.00",002-2021,PROPIEDAD A NOMBRE DEL ESTADO,C:\Users\LP07\Desktop\PROYECTO_SIG_CNC\EXPROPIACION\FINCAS_ESTADO\2-00621670\A-2259782-2021.pdf,,FINALIZADO
